Batch_Size,TE_Threads_Per_Block,TE_Blocks,TE_Total_Threads,Time_Cost,Mean_CT,Mean_Deviation_CT,Mean_HT,Mean_Deviation_HT,TE_Upper_Thread_Limit
4874,5120,20,5120,,278.992700 ms,-1,57.241014 us,-1,70656
4875,5120,20,5120,,240.494200 ms,-1,49.332144 us,-1,70656
4876,5120,20,5120,,291.178200 ms,-1,59.716612 us,-1,70656
4877,5120,20,5120,,277.066400 ms,-1,56.810826 us,-1,70656
4878,5120,20,5120,,262.707600 ms,-1,53.855597 us,-1,70656
4879,5120,20,5120,,266.839000 ms,-1,54.691330 us,-1,70656
4880,5120,20,5120,,232.412800 ms,-1,47.625574 us,-1,70656
4881,5120,20,5120,,226.219600 ms,-1,46.346978 us,-1,70656
4882,5120,20,5120,,272.631000 ms,-1,55.844121 us,-1,70656
4883,5120,20,5120,,263.086300 ms,-1,53.878005 us,-1,70656
4884,5120,20,5120,,246.090500 ms,-1,50.387080 us,-1,70656
4885,5120,20,5120,,230.633000 ms,-1,47.212487 us,-1,70656
4886,5120,20,5120,,276.446500 ms,-1,56.579308 us,-1,70656
4887,5120,20,5120,,363.162200 ms,-1,74.311889 us,-1,70656
4888,5120,20,5120,,282.136700 ms,-1,57.720274 us,-1,70656
4889,5120,20,5120,,279.173500 ms,-1,57.102373 us,-1,70656
4890,5120,20,5120,,270.015300 ms,-1,55.217853 us,-1,70656
4891,5120,20,5120,,268.893200 ms,-1,54.977142 us,-1,70656
4892,5120,20,5120,,270.862500 ms,-1,55.368459 us,-1,70656
4893,5120,20,5120,,240.102200 ms,-1,49.070550 us,-1,70656
4894,5120,20,5120,,255.408300 ms,-1,52.188047 us,-1,70656
4895,5120,20,5120,,277.258700 ms,-1,56.641205 us,-1,70656
4896,5120,20,5120,,269.623300 ms,-1,55.070118 us,-1,70656
4897,5120,20,5120,,278.177600 ms,-1,56.805718 us,-1,70656
4898,5120,20,5120,,265.370000 ms,-1,54.179257 us,-1,70656
4899,5120,20,5120,,340.313200 ms,-1,69.465850 us,-1,70656
4900,5120,20,5120,,264.154100 ms,-1,53.909000 us,-1,70656
4901,5120,20,5120,,275.918800 ms,-1,56.298470 us,-1,70656
4902,5120,20,5120,,239.195100 ms,-1,48.795410 us,-1,70656
4903,5120,20,5120,,230.231200 ms,-1,46.957210 us,-1,70656
4904,5120,20,5120,,273.231000 ms,-1,55.715946 us,-1,70656
4905,5120,20,5120,,262.224500 ms,-1,53.460652 us,-1,70656
4906,5120,20,5120,,270.637500 ms,-1,55.164594 us,-1,70656
4907,5120,20,5120,,255.013600 ms,-1,51.969350 us,-1,70656
4908,5120,20,5120,,281.849000 ms,-1,57.426447 us,-1,70656
4909,5120,20,5120,,224.449200 ms,-1,45.721980 us,-1,70656
4910,5120,20,5120,,271.789400 ms,-1,55.354257 us,-1,70656
4911,5120,20,5120,,367.831000 ms,-1,74.899409 us,-1,70656
4912,5120,20,5120,,255.609000 ms,-1,52.037663 us,-1,70656
4913,5120,20,5120,,285.724300 ms,-1,58.156788 us,-1,70656
4914,5120,20,5120,,263.160800 ms,-1,53.553276 us,-1,70656
4915,5120,20,5120,,280.566500 ms,-1,57.083723 us,-1,70656
4916,5120,20,5120,,270.569600 ms,-1,55.038568 us,-1,70656
4917,5120,20,5120,,276.598100 ms,-1,56.253427 us,-1,70656
4918,5120,20,5120,,282.762200 ms,-1,57.495364 us,-1,70656
4919,5120,20,5120,,265.278800 ms,-1,53.929417 us,-1,70656
4920,5120,20,5120,,269.097700 ms,-1,54.694654 us,-1,70656
4921,5120,20,5120,,277.501600 ms,-1,56.391303 us,-1,70656
4922,5120,20,5120,,283.924800 ms,-1,57.684844 us,-1,70656
4923,5120,20,5120,,343.960700 ms,-1,69.868109 us,-1,70656
4924,5120,20,5120,,280.518200 ms,-1,56.969578 us,-1,70656
4925,5120,20,5120,,274.122700 ms,-1,55.659431 us,-1,70656
4926,5120,20,5120,,269.756800 ms,-1,54.761835 us,-1,70656
4927,5120,20,5120,,283.544200 ms,-1,57.549056 us,-1,70656
4928,5120,20,5120,,266.186000 ms,-1,54.015016 us,-1,70656
4929,5120,20,5120,,281.151100 ms,-1,57.040191 us,-1,70656
4930,5120,20,5120,,284.703300 ms,-1,57.749148 us,-1,70656
4931,5120,20,5120,,267.435500 ms,-1,54.235551 us,-1,70656
4932,5120,20,5120,,276.400400 ms,-1,56.042255 us,-1,70656
4933,5120,20,5120,,267.788600 ms,-1,54.285141 us,-1,70656
4934,5120,20,5120,,279.507600 ms,-1,56.649291 us,-1,70656
4935,5120,20,5120,,345.059000 ms,-1,69.920770 us,-1,70656
4936,5120,20,5120,,262.231300 ms,-1,53.126276 us,-1,70656
4937,5120,20,5120,,267.802300 ms,-1,54.243934 us,-1,70656
4938,5120,20,5120,,248.023700 ms,-1,50.227562 us,-1,70656
4939,5120,20,5120,,271.975700 ms,-1,55.066957 us,-1,70656
4940,5120,20,5120,,269.665300 ms,-1,54.588117 us,-1,70656
4941,5120,20,5120,,270.071700 ms,-1,54.659320 us,-1,70656
4942,5120,20,5120,,271.878100 ms,-1,55.013780 us,-1,70656
4943,5120,20,5120,,283.909400 ms,-1,57.436658 us,-1,70656
4944,5120,20,5120,,265.966200 ms,-1,53.795752 us,-1,70656
4945,5120,20,5120,,277.294600 ms,-1,56.075753 us,-1,70656
4946,5120,20,5120,,356.789100 ms,-1,72.136899 us,-1,70656
4947,5120,20,5120,,273.396200 ms,-1,55.265050 us,-1,70656
4948,5120,20,5120,,264.983800 ms,-1,53.553719 us,-1,70656
4949,5120,20,5120,,267.050200 ms,-1,53.960436 us,-1,70656
4950,5120,20,5120,,272.305100 ms,-1,55.011131 us,-1,70656
4951,5120,20,5120,,266.377800 ms,-1,53.802828 us,-1,70656
4952,5120,20,5120,,244.294600 ms,-1,49.332512 us,-1,70656
4953,5120,20,5120,,281.282100 ms,-1,56.790248 us,-1,70656
4954,5120,20,5120,,267.038900 ms,-1,53.903694 us,-1,70656
4955,5120,20,5120,,275.343400 ms,-1,55.568799 us,-1,70656
4956,5120,20,5120,,271.739500 ms,-1,54.830408 us,-1,70656
4957,5120,20,5120,,278.007100 ms,-1,56.083740 us,-1,70656
4958,5120,20,5120,,345.495900 ms,-1,69.684530 us,-1,70656
4959,5120,20,5120,,256.841200 ms,-1,51.792942 us,-1,70656
4960,5120,20,5120,,228.087300 ms,-1,45.985343 us,-1,70656
4961,5120,20,5120,,232.343500 ms,-1,46.834005 us,-1,70656
4962,5120,20,5120,,244.450500 ms,-1,49.264510 us,-1,70656
4963,5120,20,5120,,250.212100 ms,-1,50.415495 us,-1,70656
4964,5120,20,5120,,245.616100 ms,-1,49.479472 us,-1,70656
4965,5120,20,5120,,225.561800 ms,-1,45.430373 us,-1,70656
4966,5120,20,5120,,282.979900 ms,-1,56.983468 us,-1,70656
4967,5120,20,5120,,242.702700 ms,-1,48.863036 us,-1,70656
4968,5120,20,5120,,367.729000 ms,-1,74.019525 us,-1,70656
4969,5120,20,5120,,271.231300 ms,-1,54.584685 us,-1,70656
4970,5120,20,5120,,274.981400 ms,-1,55.328249 us,-1,70656
4971,5120,20,5120,,264.471200 ms,-1,53.202816 us,-1,70656
4972,5120,20,5120,,282.483000 ms,-1,56.814763 us,-1,70656
4973,5120,20,5120,,262.736000 ms,-1,52.832495 us,-1,70656
4974,5120,20,5120,,268.157500 ms,-1,53.911842 us,-1,70656
4975,5120,20,5120,,264.396000 ms,-1,53.144925 us,-1,70656
4976,5120,20,5120,,235.860200 ms,-1,47.399558 us,-1,70656
4977,5120,20,5120,,264.649800 ms,-1,53.174563 us,-1,70656
4978,5120,20,5120,,225.083000 ms,-1,45.215548 us,-1,70656
4979,5120,20,5120,,263.634500 ms,-1,52.949287 us,-1,70656
4980,5120,20,5120,,280.994600 ms,-1,56.424618 us,-1,70656
4981,5120,20,5120,,231.574400 ms,-1,46.491548 us,-1,70656
4982,5120,20,5120,,264.816700 ms,-1,53.154697 us,-1,70656
4983,5120,20,5120,,267.730200 ms,-1,53.728718 us,-1,70656
4984,5120,20,5120,,292.673100 ms,-1,58.722532 us,-1,70656
4985,5120,20,5120,,270.252200 ms,-1,54.213079 us,-1,70656
4986,5120,20,5120,,241.307500 ms,-1,48.397012 us,-1,70656
4987,5120,20,5120,,275.042000 ms,-1,55.151795 us,-1,70656
4988,5120,20,5120,,267.895000 ms,-1,53.707899 us,-1,70656
4989,5120,20,5120,,281.956100 ms,-1,56.515554 us,-1,70656
4990,5120,20,5120,,269.493000 ms,-1,54.006613 us,-1,70656
4991,5120,20,5120,,339.569500 ms,-1,68.036365 us,-1,70656
4992,5120,20,5120,,322.438900 ms,-1,64.591126 us,-1,70656
4993,5120,20,5120,,251.613500 ms,-1,50.393251 us,-1,70656
4994,5120,20,5120,,270.490300 ms,-1,54.163056 us,-1,70656
4995,5120,20,5120,,270.532600 ms,-1,54.160681 us,-1,70656
4996,5120,20,5120,,262.185300 ms,-1,52.479043 us,-1,70656
4997,5120,20,5120,,279.993500 ms,-1,56.032319 us,-1,70656
4998,5120,20,5120,,267.499400 ms,-1,53.521289 us,-1,70656
4999,5120,20,5120,,233.080800 ms,-1,46.625485 us,-1,70656
5000,5120,20,5120,,247.761600 ms,-1,49.552320 us,-1,70656
5001,5120,20,5120,,266.599700 ms,-1,53.309278 us,-1,70656
5002,5120,20,5120,,283.497100 ms,-1,56.676749 us,-1,70656
5003,5120,20,5120,,303.567400 ms,-1,60.677074 us,-1,70656
5004,5120,20,5120,,238.409500 ms,-1,47.643785 us,-1,70656
5005,5120,20,5120,,251.345300 ms,-1,50.218841 us,-1,70656
5006,5120,20,5120,,255.754700 ms,-1,51.089632 us,-1,70656
5007,5120,20,5120,,235.362800 ms,-1,47.006751 us,-1,70656
5008,5120,20,5120,,273.416500 ms,-1,54.595946 us,-1,70656
5009,5120,20,5120,,284.648000 ms,-1,56.827311 us,-1,70656
5010,5120,20,5120,,282.994900 ms,-1,56.486008 us,-1,70656
5011,5120,20,5120,,282.578000 ms,-1,56.391539 us,-1,70656
5012,5120,20,5120,,282.812200 ms,-1,56.427015 us,-1,70656
5013,5120,20,5120,,261.778500 ms,-1,52.219928 us,-1,70656
5014,5120,20,5120,,367.506700 ms,-1,73.296111 us,-1,70656
5015,5120,20,5120,,282.912700 ms,-1,56.413300 us,-1,70656
5016,5120,20,5120,,318.877900 ms,-1,63.572149 us,-1,70656
5017,5120,20,5120,,275.166200 ms,-1,54.846761 us,-1,70656
5018,5120,20,5120,,233.706400 ms,-1,46.573615 us,-1,70656
5019,5120,20,5120,,278.107600 ms,-1,55.410958 us,-1,70656
5020,5120,20,5120,,282.268800 ms,-1,56.228845 us,-1,70656
5021,5120,20,5120,,273.044200 ms,-1,54.380442 us,-1,70656
5022,5120,20,5120,,295.923300 ms,-1,58.925388 us,-1,70656
5023,5120,20,5120,,268.784700 ms,-1,53.510790 us,-1,70656
5024,5120,20,5120,,280.466500 ms,-1,55.825338 us,-1,70656
5025,5120,20,5120,,300.535700 ms,-1,59.808100 us,-1,70656
5026,5120,20,5120,,232.082200 ms,-1,46.176323 us,-1,70656
5027,5120,20,5120,,234.387500 ms,-1,46.625721 us,-1,70656
5028,5120,20,5120,,232.151800 ms,-1,46.171798 us,-1,70656
5029,5120,20,5120,,271.268100 ms,-1,53.940764 us,-1,70656
5030,5120,20,5120,,264.583200 ms,-1,52.601034 us,-1,70656
5031,5120,20,5120,,266.786800 ms,-1,53.028583 us,-1,70656
5032,5120,20,5120,,241.201200 ms,-1,47.933466 us,-1,70656
5033,5120,20,5120,,228.348100 ms,-1,45.370177 us,-1,70656
5034,5120,20,5120,,231.720300 ms,-1,46.031049 us,-1,70656
5035,5120,20,5120,,240.690400 ms,-1,47.803456 us,-1,70656
5036,5120,20,5120,,258.722300 ms,-1,51.374563 us,-1,70656
5037,5120,20,5120,,300.594500 ms,-1,59.677288 us,-1,70656
5038,5120,20,5120,,242.359000 ms,-1,48.106193 us,-1,70656
5039,5120,20,5120,,268.406000 ms,-1,53.265727 us,-1,70656
5040,5120,20,5120,,263.631100 ms,-1,52.307758 us,-1,70656
5041,5120,20,5120,,269.585800 ms,-1,53.478635 us,-1,70656
5042,5120,20,5120,,257.264600 ms,-1,51.024316 us,-1,70656
5043,5120,20,5120,,260.795600 ms,-1,51.714376 us,-1,70656
5044,5120,20,5120,,267.308000 ms,-1,52.995242 us,-1,70656
5045,5120,20,5120,,281.379200 ms,-1,55.773875 us,-1,70656
5046,5120,20,5120,,287.829800 ms,-1,57.041181 us,-1,70656
5047,5120,20,5120,,238.142900 ms,-1,47.185041 us,-1,70656
5048,5120,20,5120,,352.821400 ms,-1,69.893304 us,-1,70656
5049,5120,20,5120,,272.139500 ms,-1,53.899683 us,-1,70656
5050,5120,20,5120,,266.839800 ms,-1,52.839564 us,-1,70656
5051,5120,20,5120,,241.808100 ms,-1,47.873312 us,-1,70656
5052,5120,20,5120,,264.366900 ms,-1,52.329157 us,-1,70656
5053,5120,20,5120,,261.099000 ms,-1,51.672076 us,-1,70656
5054,5120,20,5120,,272.334900 ms,-1,53.885022 us,-1,70656
5055,5120,20,5120,,256.426800 ms,-1,50.727359 us,-1,70656
5056,5120,20,5120,,268.139100 ms,-1,53.033841 us,-1,70656
5057,5120,20,5120,,261.949000 ms,-1,51.799288 us,-1,70656
5058,5120,20,5120,,246.331200 ms,-1,48.701305 us,-1,70656
5059,5120,20,5120,,344.128800 ms,-1,68.023088 us,-1,70656
5060,5120,20,5120,,275.894200 ms,-1,54.524545 us,-1,70656
5061,5120,20,5120,,283.305400 ms,-1,55.978147 us,-1,70656
5062,5120,20,5120,,266.331900 ms,-1,52.613967 us,-1,70656
5063,5120,20,5120,,268.661300 ms,-1,53.063658 us,-1,70656
5064,5120,20,5120,,297.490200 ms,-1,58.746090 us,-1,70656
5065,5120,20,5120,,279.055400 ms,-1,55.094847 us,-1,70656
5066,5120,20,5120,,269.358300 ms,-1,53.169818 us,-1,70656
5067,5120,20,5120,,303.237900 ms,-1,59.845648 us,-1,70656
5068,5120,20,5120,,263.202200 ms,-1,51.934136 us,-1,70656
5069,5120,20,5120,,351.116100 ms,-1,69.267331 us,-1,70656
5070,5120,20,5120,,276.834700 ms,-1,54.602505 us,-1,70656
5071,5120,20,5120,,267.951100 ms,-1,52.839894 us,-1,70656
5072,5120,20,5120,,277.440700 ms,-1,54.700453 us,-1,70656
5073,5120,20,5120,,283.202600 ms,-1,55.825468 us,-1,70656
5074,5120,20,5120,,269.682400 ms,-1,53.149862 us,-1,70656
5075,5120,20,5120,,279.925400 ms,-1,55.157714 us,-1,70656
5076,5120,20,5120,,266.574500 ms,-1,52.516647 us,-1,70656
5077,5120,20,5120,,268.348500 ms,-1,52.855722 us,-1,70656
5078,5120,20,5120,,265.669900 ms,-1,52.317822 us,-1,70656
5079,5120,20,5120,,263.941200 ms,-1,51.967159 us,-1,70656
5080,5120,20,5120,,364.486500 ms,-1,71.749311 us,-1,70656
5081,5120,20,5120,,269.268400 ms,-1,52.995158 us,-1,70656
5082,5120,20,5120,,273.356300 ms,-1,53.789118 us,-1,70656
5083,5120,20,5120,,277.574600 ms,-1,54.608420 us,-1,70656
5084,5120,20,5120,,270.362100 ms,-1,53.179013 us,-1,70656
5085,5120,20,5120,,233.979000 ms,-1,46.013569 us,-1,70656
5086,5120,20,5120,,266.605200 ms,-1,52.419426 us,-1,70656
5087,5120,20,5120,,241.499000 ms,-1,47.473757 us,-1,70656
5088,5120,20,5120,,245.704600 ms,-1,48.290998 us,-1,70656
5089,5120,20,5120,,236.172300 ms,-1,46.408391 us,-1,70656
5090,5120,20,5120,,351.243400 ms,-1,69.006562 us,-1,70656
5091,5120,20,5120,,274.339300 ms,-1,53.887115 us,-1,70656
5092,5120,20,5120,,271.047400 ms,-1,53.230047 us,-1,70656
5093,5120,20,5120,,271.500000 ms,-1,53.308463 us,-1,70656
5094,5120,20,5120,,273.507200 ms,-1,53.692030 us,-1,70656
5095,5120,20,5120,,279.317900 ms,-1,54.821963 us,-1,70656
5096,5120,20,5120,,283.384300 ms,-1,55.609164 us,-1,70656
5097,5120,20,5120,,265.311700 ms,-1,52.052521 us,-1,70656
5098,5120,20,5120,,266.230900 ms,-1,52.222617 us,-1,70656
5099,5120,20,5120,,281.142400 ms,-1,55.136772 us,-1,70656
5100,5120,20,5120,,343.493200 ms,-1,67.351608 us,-1,70656
5101,5120,20,5120,,266.036600 ms,-1,52.153813 us,-1,70656
5102,5120,20,5120,,279.752000 ms,-1,54.831831 us,-1,70656
5103,5120,20,5120,,267.574100 ms,-1,52.434666 us,-1,70656
5104,5120,20,5120,,239.490200 ms,-1,46.922061 us,-1,70656
5105,5120,20,5120,,245.149500 ms,-1,48.021450 us,-1,70656
5106,5120,20,5120,,259.337900 ms,-1,50.790815 us,-1,70656
5107,5120,20,5120,,232.254800 ms,-1,45.477736 us,-1,70656
5108,5120,20,5120,,252.402800 ms,-1,49.413234 us,-1,70656
5109,5120,20,5120,,283.083100 ms,-1,55.408710 us,-1,70656
5110,5120,20,5120,,354.392400 ms,-1,69.352720 us,-1,70656
5111,5120,20,5120,,259.327100 ms,-1,50.739014 us,-1,70656
5112,5120,20,5120,,274.748200 ms,-1,53.745736 us,-1,70656
5113,5120,20,5120,,283.422100 ms,-1,55.431664 us,-1,70656
5114,5120,20,5120,,270.891400 ms,-1,52.970551 us,-1,70656
5115,5120,20,5120,,276.327700 ms,-1,54.023011 us,-1,70656
5116,5120,20,5120,,266.889900 ms,-1,52.167690 us,-1,70656
5117,5120,20,5120,,279.496400 ms,-1,54.621145 us,-1,70656
5118,5120,20,5120,,284.212800 ms,-1,55.532005 us,-1,70656
5119,5120,20,5120,,278.772400 ms,-1,54.458371 us,-1,70656
5120,5120,20,5120,,284.425800 ms,-1,55.551914 us,-1,70656
5121,5376,21,5376,,385.063200 ms,-1,75.192970 us,-1,70656
5122,5376,21,5376,,270.105100 ms,-1,52.734303 us,-1,70656
5123,5376,21,5376,,276.585800 ms,-1,53.989030 us,-1,70656
5124,5376,21,5376,,282.439500 ms,-1,55.120902 us,-1,70656
5125,5376,21,5376,,264.956300 ms,-1,51.698790 us,-1,70656
5126,5376,21,5376,,283.069800 ms,-1,55.222357 us,-1,70656
5127,5376,21,5376,,273.002200 ms,-1,53.247942 us,-1,70656
5128,5376,21,5376,,270.319100 ms,-1,52.714333 us,-1,70656
5129,5376,21,5376,,266.149100 ms,-1,51.891031 us,-1,70656
5130,5376,21,5376,,266.450200 ms,-1,51.939610 us,-1,70656
5131,5376,21,5376,,274.344000 ms,-1,53.467940 us,-1,70656
5132,5376,21,5376,,266.674600 ms,-1,51.963094 us,-1,70656
5133,5376,21,5376,,345.050200 ms,-1,67.221936 us,-1,70656
5134,5376,21,5376,,268.078800 ms,-1,52.216362 us,-1,70656
5135,5376,21,5376,,272.503500 ms,-1,53.067868 us,-1,70656
5136,5376,21,5376,,269.828200 ms,-1,52.536643 us,-1,70656
5137,5376,21,5376,,265.754100 ms,-1,51.733327 us,-1,70656
5138,5376,21,5376,,276.477800 ms,-1,53.810393 us,-1,70656
5139,5376,21,5376,,267.981100 ms,-1,52.146546 us,-1,70656
5140,5376,21,5376,,298.133500 ms,-1,58.002626 us,-1,70656
5141,5376,21,5376,,269.394800 ms,-1,52.401245 us,-1,70656
5142,5376,21,5376,,276.034000 ms,-1,53.682225 us,-1,70656
5143,5376,21,5376,,307.429800 ms,-1,59.776356 us,-1,70656
5144,5376,21,5376,,339.025600 ms,-1,65.906998 us,-1,70656
5145,5376,21,5376,,265.719600 ms,-1,51.646181 us,-1,70656
5146,5376,21,5376,,281.653200 ms,-1,54.732452 us,-1,70656
5147,5376,21,5376,,264.001000 ms,-1,51.292209 us,-1,70656
5148,5376,21,5376,,265.270000 ms,-1,51.528749 us,-1,70656
5149,5376,21,5376,,260.881900 ms,-1,50.666518 us,-1,70656
5150,5376,21,5376,,272.773100 ms,-1,52.965650 us,-1,70656
5151,5376,21,5376,,275.054700 ms,-1,53.398311 us,-1,70656
5152,5376,21,5376,,267.395600 ms,-1,51.901320 us,-1,70656
5153,5376,21,5376,,358.546800 ms,-1,69.580206 us,-1,70656
5154,5376,21,5376,,271.853800 ms,-1,52.746178 us,-1,70656
5155,5376,21,5376,,276.586100 ms,-1,53.653948 us,-1,70656
5156,5376,21,5376,,283.404100 ms,-1,54.965884 us,-1,70656
5157,5376,21,5376,,272.506200 ms,-1,52.842001 us,-1,70656
5158,5376,21,5376,,270.847700 ms,-1,52.510217 us,-1,70656
5159,5376,21,5376,,284.572000 ms,-1,55.160302 us,-1,70656
5160,5376,21,5376,,283.285700 ms,-1,54.900329 us,-1,70656
5161,5376,21,5376,,269.136400 ms,-1,52.148111 us,-1,70656
5162,5376,21,5376,,292.541600 ms,-1,56.672143 us,-1,70656
5163,5376,21,5376,,255.589800 ms,-1,49.504126 us,-1,70656
5164,5376,21,5376,,345.992000 ms,-1,67.000775 us,-1,70656
5165,5376,21,5376,,277.795100 ms,-1,53.784143 us,-1,70656
5166,5376,21,5376,,273.857200 ms,-1,53.011460 us,-1,70656
5167,5376,21,5376,,271.411600 ms,-1,52.527889 us,-1,70656
5168,5376,21,5376,,280.329600 ms,-1,54.243344 us,-1,70656
5169,5376,21,5376,,260.650200 ms,-1,50.425653 us,-1,70656
5170,5376,21,5376,,271.933600 ms,-1,52.598375 us,-1,70656
5171,5376,21,5376,,278.042100 ms,-1,53.769503 us,-1,70656
5172,5376,21,5376,,280.911000 ms,-1,54.313805 us,-1,70656
5173,5376,21,5376,,268.870200 ms,-1,51.975681 us,-1,70656
5174,5376,21,5376,,348.867300 ms,-1,67.427000 us,-1,70656
5175,5376,21,5376,,259.926200 ms,-1,50.227285 us,-1,70656
5176,5376,21,5376,,235.135600 ms,-1,45.428053 us,-1,70656
5177,5376,21,5376,,250.959100 ms,-1,48.475777 us,-1,70656
5178,5376,21,5376,,278.850800 ms,-1,53.852993 us,-1,70656
5179,5376,21,5376,,265.190700 ms,-1,51.205001 us,-1,70656
5180,5376,21,5376,,260.868300 ms,-1,50.360676 us,-1,70656
5181,5376,21,5376,,264.669300 ms,-1,51.084598 us,-1,70656
5182,5376,21,5376,,252.166300 ms,-1,48.661964 us,-1,70656
5183,5376,21,5376,,256.396000 ms,-1,49.468648 us,-1,70656
5184,5376,21,5376,,284.301200 ms,-1,54.842052 us,-1,70656
5185,5376,21,5376,,261.142300 ms,-1,50.364957 us,-1,70656
5186,5376,21,5376,,244.468500 ms,-1,47.140089 us,-1,70656
5187,5376,21,5376,,261.552300 ms,-1,50.424581 us,-1,70656
5188,5376,21,5376,,270.348700 ms,-1,52.110389 us,-1,70656
5189,5376,21,5376,,265.557100 ms,-1,51.176932 us,-1,70656
5190,5376,21,5376,,273.206800 ms,-1,52.641002 us,-1,70656
5191,5376,21,5376,,229.442800 ms,-1,44.200116 us,-1,70656
5192,5376,21,5376,,270.901700 ms,-1,52.176753 us,-1,70656
5193,5376,21,5376,,265.865300 ms,-1,51.196861 us,-1,70656
5194,5376,21,5376,,264.258300 ms,-1,50.877609 us,-1,70656
5195,5376,21,5376,,350.025500 ms,-1,67.377382 us,-1,70656
5196,5376,21,5376,,274.168400 ms,-1,52.765281 us,-1,70656
5197,5376,21,5376,,271.392700 ms,-1,52.221031 us,-1,70656
5198,5376,21,5376,,273.005700 ms,-1,52.521297 us,-1,70656
5199,5376,21,5376,,269.666000 ms,-1,51.868821 us,-1,70656
5200,5376,21,5376,,241.910900 ms,-1,46.521327 us,-1,70656
5201,5376,21,5376,,278.102600 ms,-1,53.470986 us,-1,70656
5202,5376,21,5376,,303.043000 ms,-1,58.255094 us,-1,70656
5203,5376,21,5376,,284.292000 ms,-1,54.640015 us,-1,70656
5204,5376,21,5376,,278.939800 ms,-1,53.601038 us,-1,70656
5205,5376,21,5376,,344.335100 ms,-1,66.154678 us,-1,70656
5206,5376,21,5376,,265.295400 ms,-1,50.959547 us,-1,70656
5207,5376,21,5376,,257.808600 ms,-1,49.511926 us,-1,70656
5208,5376,21,5376,,320.643800 ms,-1,61.567550 us,-1,70656
5209,5376,21,5376,,279.499700 ms,-1,53.657074 us,-1,70656
5210,5376,21,5376,,322.171100 ms,-1,61.837063 us,-1,70656
5211,5376,21,5376,,256.480200 ms,-1,49.218998 us,-1,70656
5212,5376,21,5376,,265.046300 ms,-1,50.853089 us,-1,70656
5213,5376,21,5376,,365.663300 ms,-1,70.144504 us,-1,70656
5214,5376,21,5376,,266.070800 ms,-1,51.030073 us,-1,70656
5215,5376,21,5376,,275.851600 ms,-1,52.895801 us,-1,70656
5216,5376,21,5376,,285.678400 ms,-1,54.769632 us,-1,70656
5217,5376,21,5376,,264.898100 ms,-1,50.775944 us,-1,70656
5218,5376,21,5376,,283.097800 ms,-1,54.254082 us,-1,70656
5219,5376,21,5376,,271.624000 ms,-1,52.045219 us,-1,70656
5220,5376,21,5376,,268.040400 ms,-1,51.348736 us,-1,70656
5221,5376,21,5376,,266.371900 ms,-1,51.019326 us,-1,70656
5222,5376,21,5376,,253.159900 ms,-1,48.479491 us,-1,70656
5223,5376,21,5376,,340.860200 ms,-1,65.261382 us,-1,70656
5224,5376,21,5376,,276.198300 ms,-1,52.871038 us,-1,70656
5225,5376,21,5376,,263.782600 ms,-1,50.484708 us,-1,70656
5226,5376,21,5376,,269.540700 ms,-1,51.576866 us,-1,70656
5227,5376,21,5376,,258.920800 ms,-1,49.535259 us,-1,70656
5228,5376,21,5376,,264.255200 ms,-1,50.546136 us,-1,70656
5229,5376,21,5376,,274.122300 ms,-1,52.423465 us,-1,70656
5230,5376,21,5376,,255.342800 ms,-1,48.822715 us,-1,70656
5231,5376,21,5376,,268.784500 ms,-1,51.383005 us,-1,70656
5232,5376,21,5376,,276.771100 ms,-1,52.899675 us,-1,70656
5233,5376,21,5376,,263.376700 ms,-1,50.329964 us,-1,70656
5234,5376,21,5376,,363.991700 ms,-1,69.543695 us,-1,70656
5235,5376,21,5376,,275.134500 ms,-1,52.556734 us,-1,70656
5236,5376,21,5376,,266.493000 ms,-1,50.896295 us,-1,70656
5237,5376,21,5376,,267.062600 ms,-1,50.995341 us,-1,70656
5238,5376,21,5376,,268.873900 ms,-1,51.331405 us,-1,70656
5239,5376,21,5376,,265.539600 ms,-1,50.685169 us,-1,70656
5240,5376,21,5376,,282.289400 ms,-1,53.872023 us,-1,70656
5241,5376,21,5376,,275.303000 ms,-1,52.528716 us,-1,70656
5242,5376,21,5376,,268.116800 ms,-1,51.147806 us,-1,70656
5243,5376,21,5376,,283.092900 ms,-1,53.994450 us,-1,70656
5244,5376,21,5376,,283.289000 ms,-1,54.021548 us,-1,70656
5245,5376,21,5376,,403.771000 ms,-1,76.982078 us,-1,70656
5246,5376,21,5376,,304.559100 ms,-1,58.055490 us,-1,70656
5247,5376,21,5376,,293.857100 ms,-1,56.004784 us,-1,70656
5248,5376,21,5376,,278.542000 ms,-1,53.075838 us,-1,70656
5249,5376,21,5376,,263.321600 ms,-1,50.166051 us,-1,70656
5250,5376,21,5376,,270.157200 ms,-1,51.458514 us,-1,70656
5251,5376,21,5376,,281.553200 ms,-1,53.618968 us,-1,70656
5252,5376,21,5376,,280.828600 ms,-1,53.470792 us,-1,70656
5253,5376,21,5376,,274.190100 ms,-1,52.196859 us,-1,70656
5254,5376,21,5376,,274.357500 ms,-1,52.218786 us,-1,70656
5255,5376,21,5376,,376.620600 ms,-1,71.669001 us,-1,70656
5256,5376,21,5376,,270.591100 ms,-1,51.482325 us,-1,70656
5257,5376,21,5376,,279.487800 ms,-1,53.164885 us,-1,70656
5258,5376,21,5376,,266.783600 ms,-1,50.738608 us,-1,70656
5259,5376,21,5376,,236.844200 ms,-1,45.035976 us,-1,70656
