Batch_Size,TE_Threads_Per_Block,TE_Blocks,TE_Total_Threads,Time_Cost,Mean_CT,Mean_Deviation_CT,Mean_HT,Mean_Deviation_HT,TE_Upper_Thread_Limit
1,256,1,256,,314.546400 ms,-1,314.546400 ms,-1,70656
2,256,1,256,,350.948400 ms,-1,175.474200 ms,-1,70656
3,256,1,256,,235.965100 ms,-1,78.655033 ms,-1,70656
4,256,1,256,,230.923900 ms,-1,57.730975 ms,-1,70656
5,256,1,256,,267.934200 ms,-1,53.586840 ms,-1,70656
6,256,1,256,,254.039200 ms,-1,42.339867 ms,-1,70656
7,256,1,256,,298.110500 ms,-1,42.587214 ms,-1,70656
8,256,1,256,,339.399500 ms,-1,42.424938 ms,-1,70656
9,256,1,256,,328.149800 ms,-1,36.461089 ms,-1,70656
10,256,1,256,,304.760800 ms,-1,30.476080 ms,-1,70656
11,256,1,256,,271.594800 ms,-1,24.690436 ms,-1,70656
12,256,1,256,,261.685000 ms,-1,21.807083 ms,-1,70656
13,256,1,256,,278.398100 ms,-1,21.415238 ms,-1,70656
14,256,1,256,,383.340100 ms,-1,27.381436 ms,-1,70656
15,256,1,256,,397.437600 ms,-1,26.495840 ms,-1,70656
16,256,1,256,,331.542500 ms,-1,20.721406 ms,-1,70656
17,256,1,256,,304.825500 ms,-1,17.930912 ms,-1,70656
18,256,1,256,,295.648700 ms,-1,16.424928 ms,-1,70656
19,256,1,256,,283.975200 ms,-1,14.946063 ms,-1,70656
20,256,1,256,,289.322800 ms,-1,14.466140 ms,-1,70656
21,256,1,256,,279.314300 ms,-1,13.300681 ms,-1,70656
22,256,1,256,,262.266600 ms,-1,11.921209 ms,-1,70656
23,256,1,256,,283.860200 ms,-1,12.341748 ms,-1,70656
24,256,1,256,,443.044500 ms,-1,18.460187 ms,-1,70656
25,256,1,256,,278.619200 ms,-1,11.144768 ms,-1,70656
26,256,1,256,,283.539400 ms,-1,10.905362 ms,-1,70656
27,256,1,256,,253.563400 ms,-1,9.391237 ms,-1,70656
28,256,1,256,,285.393700 ms,-1,10.192632 ms,-1,70656
29,256,1,256,,278.143500 ms,-1,9.591155 ms,-1,70656
30,256,1,256,,280.409300 ms,-1,9.346977 ms,-1,70656
31,256,1,256,,284.472200 ms,-1,9.176523 ms,-1,70656
32,256,1,256,,281.275000 ms,-1,8.789844 ms,-1,70656
33,256,1,256,,302.253800 ms,-1,9.159206 ms,-1,70656
34,256,1,256,,288.637800 ms,-1,8.489347 ms,-1,70656
35,256,1,256,,276.150800 ms,-1,7.890023 ms,-1,70656
36,256,1,256,,268.499000 ms,-1,7.458306 ms,-1,70656
37,256,1,256,,290.080500 ms,-1,7.840014 ms,-1,70656
38,256,1,256,,274.750800 ms,-1,7.230284 ms,-1,70656
39,256,1,256,,266.009000 ms,-1,6.820744 ms,-1,70656
40,256,1,256,,224.885100 ms,-1,5.622127 ms,-1,70656
41,256,1,256,,271.120200 ms,-1,6.612688 ms,-1,70656
42,256,1,256,,240.153100 ms,-1,5.717931 ms,-1,70656
43,256,1,256,,230.408000 ms,-1,5.358326 ms,-1,70656
44,256,1,256,,299.029700 ms,-1,6.796130 ms,-1,70656
45,256,1,256,,305.047700 ms,-1,6.778838 ms,-1,70656
46,256,1,256,,260.492100 ms,-1,5.662872 ms,-1,70656
47,256,1,256,,284.478700 ms,-1,6.052738 ms,-1,70656
48,256,1,256,,288.496800 ms,-1,6.010350 ms,-1,70656
49,256,1,256,,279.924000 ms,-1,5.712735 ms,-1,70656
50,256,1,256,,264.819500 ms,-1,5.296390 ms,-1,70656
51,256,1,256,,259.928500 ms,-1,5.096637 ms,-1,70656
52,256,1,256,,266.852000 ms,-1,5.131769 ms,-1,70656
53,256,1,256,,266.876600 ms,-1,5.035408 ms,-1,70656
54,256,1,256,,279.590700 ms,-1,5.177606 ms,-1,70656
55,256,1,256,,266.029600 ms,-1,4.836902 ms,-1,70656
56,256,1,256,,260.953200 ms,-1,4.659879 ms,-1,70656
57,256,1,256,,266.475700 ms,-1,4.675012 ms,-1,70656
58,256,1,256,,233.499400 ms,-1,4.025852 ms,-1,70656
59,256,1,256,,271.747300 ms,-1,4.605886 ms,-1,70656
60,256,1,256,,267.885200 ms,-1,4.464753 ms,-1,70656
61,256,1,256,,359.953900 ms,-1,5.900884 ms,-1,70656
62,256,1,256,,276.018300 ms,-1,4.451908 ms,-1,70656
63,256,1,256,,275.040300 ms,-1,4.365719 ms,-1,70656
64,256,1,256,,270.816900 ms,-1,4.231514 ms,-1,70656
65,256,1,256,,292.337400 ms,-1,4.497498 ms,-1,70656
66,256,1,256,,276.882200 ms,-1,4.195185 ms,-1,70656
67,256,1,256,,282.205100 ms,-1,4.212016 ms,-1,70656
68,256,1,256,,263.883200 ms,-1,3.880635 ms,-1,70656
69,256,1,256,,265.042100 ms,-1,3.841190 ms,-1,70656
70,256,1,256,,249.488500 ms,-1,3.564121 ms,-1,70656
71,256,1,256,,260.655900 ms,-1,3.671210 ms,-1,70656
72,256,1,256,,254.416400 ms,-1,3.533561 ms,-1,70656
73,256,1,256,,273.014100 ms,-1,3.739919 ms,-1,70656
74,256,1,256,,269.559600 ms,-1,3.642697 ms,-1,70656
75,256,1,256,,267.382700 ms,-1,3.565103 ms,-1,70656
76,256,1,256,,266.420600 ms,-1,3.505534 ms,-1,70656
77,256,1,256,,263.274500 ms,-1,3.419149 ms,-1,70656
78,256,1,256,,277.338500 ms,-1,3.555622 ms,-1,70656
79,256,1,256,,270.038500 ms,-1,3.418209 ms,-1,70656
80,256,1,256,,309.274500 ms,-1,3.865931 ms,-1,70656
81,256,1,256,,258.766200 ms,-1,3.194644 ms,-1,70656
82,256,1,256,,267.045500 ms,-1,3.256652 ms,-1,70656
83,256,1,256,,244.711800 ms,-1,2.948335 ms,-1,70656
84,256,1,256,,245.272300 ms,-1,2.919908 ms,-1,70656
85,256,1,256,,300.834600 ms,-1,3.539231 ms,-1,70656
86,256,1,256,,286.110700 ms,-1,3.326869 ms,-1,70656
87,256,1,256,,283.238500 ms,-1,3.255615 ms,-1,70656
88,256,1,256,,245.680900 ms,-1,2.791828 ms,-1,70656
89,256,1,256,,236.380200 ms,-1,2.655957 ms,-1,70656
90,256,1,256,,257.286600 ms,-1,2.858740 ms,-1,70656
91,256,1,256,,234.576900 ms,-1,2.577768 ms,-1,70656
92,256,1,256,,273.291800 ms,-1,2.970563 ms,-1,70656
93,256,1,256,,245.817900 ms,-1,2.643203 ms,-1,70656
94,256,1,256,,271.343800 ms,-1,2.886636 ms,-1,70656
95,256,1,256,,270.729000 ms,-1,2.849779 ms,-1,70656
96,256,1,256,,276.591400 ms,-1,2.881160 ms,-1,70656
97,256,1,256,,268.410900 ms,-1,2.767123 ms,-1,70656
98,256,1,256,,299.533100 ms,-1,3.056460 ms,-1,70656
99,256,1,256,,280.816300 ms,-1,2.836528 ms,-1,70656
100,256,1,256,,352.906500 ms,-1,3.529065 ms,-1,70656
101,256,1,256,,282.809400 ms,-1,2.800093 ms,-1,70656
102,256,1,256,,376.677200 ms,-1,3.692914 ms,-1,70656
103,256,1,256,,293.221000 ms,-1,2.846806 ms,-1,70656
104,256,1,256,,304.937000 ms,-1,2.932087 ms,-1,70656
105,256,1,256,,303.131800 ms,-1,2.886970 ms,-1,70656
106,256,1,256,,264.439800 ms,-1,2.494715 ms,-1,70656
107,256,1,256,,287.211000 ms,-1,2.684215 ms,-1,70656
108,256,1,256,,291.125700 ms,-1,2.695608 ms,-1,70656
109,256,1,256,,302.673900 ms,-1,2.776825 ms,-1,70656
110,256,1,256,,307.056000 ms,-1,2.791418 ms,-1,70656
111,256,1,256,,276.792300 ms,-1,2.493624 ms,-1,70656
112,256,1,256,,287.075900 ms,-1,2.563178 ms,-1,70656
113,256,1,256,,282.663400 ms,-1,2.501446 ms,-1,70656
114,256,1,256,,269.965200 ms,-1,2.368116 ms,-1,70656
115,256,1,256,,274.988500 ms,-1,2.391204 ms,-1,70656
116,256,1,256,,263.996700 ms,-1,2.275834 ms,-1,70656
117,256,1,256,,269.337200 ms,-1,2.302027 ms,-1,70656
118,256,1,256,,241.994200 ms,-1,2.050798 ms,-1,70656
119,256,1,256,,245.024100 ms,-1,2.059026 ms,-1,70656
120,256,1,256,,263.235000 ms,-1,2.193625 ms,-1,70656
121,256,1,256,,231.843300 ms,-1,1.916060 ms,-1,70656
122,256,1,256,,260.752000 ms,-1,2.137311 ms,-1,70656
123,256,1,256,,260.340700 ms,-1,2.116591 ms,-1,70656
124,256,1,256,,245.405400 ms,-1,1.979076 ms,-1,70656
125,256,1,256,,235.378900 ms,-1,1.883031 ms,-1,70656
126,256,1,256,,252.797800 ms,-1,2.006332 ms,-1,70656
127,256,1,256,,253.814300 ms,-1,1.998538 ms,-1,70656
128,256,1,256,,280.670100 ms,-1,2.192735 ms,-1,70656
129,256,1,256,,232.347200 ms,-1,1.801141 ms,-1,70656
130,256,1,256,,277.104200 ms,-1,2.131571 ms,-1,70656
131,256,1,256,,270.841500 ms,-1,2.067492 ms,-1,70656
132,256,1,256,,276.395400 ms,-1,2.093905 ms,-1,70656
133,256,1,256,,285.725900 ms,-1,2.148315 ms,-1,70656
134,256,1,256,,241.739600 ms,-1,1.804027 ms,-1,70656
135,256,1,256,,288.156900 ms,-1,2.134496 ms,-1,70656
136,256,1,256,,265.769600 ms,-1,1.954188 ms,-1,70656
137,256,1,256,,269.951200 ms,-1,1.970447 ms,-1,70656
138,256,1,256,,267.444600 ms,-1,1.938004 ms,-1,70656
139,256,1,256,,297.040400 ms,-1,2.136981 ms,-1,70656
140,256,1,256,,233.869700 ms,-1,1.670498 ms,-1,70656
141,256,1,256,,230.263500 ms,-1,1.633074 ms,-1,70656
142,256,1,256,,239.711400 ms,-1,1.688108 ms,-1,70656
143,256,1,256,,267.597600 ms,-1,1.871312 ms,-1,70656
144,256,1,256,,268.784400 ms,-1,1.866558 ms,-1,70656
145,256,1,256,,275.027700 ms,-1,1.896743 ms,-1,70656
146,256,1,256,,266.834600 ms,-1,1.827634 ms,-1,70656
147,256,1,256,,270.789700 ms,-1,1.842107 ms,-1,70656
148,256,1,256,,284.447300 ms,-1,1.921941 ms,-1,70656
149,256,1,256,,266.061700 ms,-1,1.785649 ms,-1,70656
150,256,1,256,,264.870800 ms,-1,1.765805 ms,-1,70656
151,256,1,256,,283.468500 ms,-1,1.877275 ms,-1,70656
152,256,1,256,,242.732900 ms,-1,1.596927 ms,-1,70656
153,256,1,256,,234.697300 ms,-1,1.533969 ms,-1,70656
154,256,1,256,,265.346700 ms,-1,1.723031 ms,-1,70656
155,256,1,256,,278.839000 ms,-1,1.798961 ms,-1,70656
156,256,1,256,,263.895900 ms,-1,1.691640 ms,-1,70656
157,256,1,256,,271.471600 ms,-1,1.729118 ms,-1,70656
158,256,1,256,,249.334900 ms,-1,1.578069 ms,-1,70656
159,256,1,256,,276.234000 ms,-1,1.737321 ms,-1,70656
160,256,1,256,,264.681800 ms,-1,1.654261 ms,-1,70656
161,256,1,256,,275.922700 ms,-1,1.713806 ms,-1,70656
162,256,1,256,,274.874200 ms,-1,1.696754 ms,-1,70656
163,256,1,256,,263.527300 ms,-1,1.616732 ms,-1,70656
164,256,1,256,,269.122700 ms,-1,1.640992 ms,-1,70656
165,256,1,256,,277.621800 ms,-1,1.682556 ms,-1,70656
166,256,1,256,,268.568000 ms,-1,1.617880 ms,-1,70656
167,256,1,256,,276.810700 ms,-1,1.657549 ms,-1,70656
168,256,1,256,,303.924400 ms,-1,1.809074 ms,-1,70656
169,256,1,256,,269.488800 ms,-1,1.594608 ms,-1,70656
170,256,1,256,,272.728100 ms,-1,1.604283 ms,-1,70656
171,256,1,256,,257.834200 ms,-1,1.507802 ms,-1,70656
172,256,1,256,,243.569800 ms,-1,1.416103 ms,-1,70656
173,256,1,256,,271.421900 ms,-1,1.568913 ms,-1,70656
174,256,1,256,,279.060500 ms,-1,1.603796 ms,-1,70656
175,256,1,256,,287.193100 ms,-1,1.641103 ms,-1,70656
176,256,1,256,,268.848600 ms,-1,1.527549 ms,-1,70656
177,256,1,256,,279.665400 ms,-1,1.580031 ms,-1,70656
178,256,1,256,,282.035000 ms,-1,1.584466 ms,-1,70656
179,256,1,256,,267.318500 ms,-1,1.493399 ms,-1,70656
180,256,1,256,,265.169900 ms,-1,1.473166 ms,-1,70656
181,256,1,256,,297.417600 ms,-1,1.643191 ms,-1,70656
182,256,1,256,,270.483500 ms,-1,1.486173 ms,-1,70656
183,256,1,256,,281.603200 ms,-1,1.538815 ms,-1,70656
184,256,1,256,,285.251900 ms,-1,1.550282 ms,-1,70656
185,256,1,256,,268.440900 ms,-1,1.451032 ms,-1,70656
186,256,1,256,,266.269800 ms,-1,1.431558 ms,-1,70656
187,256,1,256,,265.692800 ms,-1,1.420817 ms,-1,70656
188,256,1,256,,280.006800 ms,-1,1.489398 ms,-1,70656
189,256,1,256,,345.845200 ms,-1,1.829869 ms,-1,70656
190,256,1,256,,236.247200 ms,-1,1.243406 ms,-1,70656
191,256,1,256,,272.060400 ms,-1,1.424400 ms,-1,70656
192,256,1,256,,267.119200 ms,-1,1.391246 ms,-1,70656
193,256,1,256,,278.824900 ms,-1,1.444689 ms,-1,70656
194,256,1,256,,280.824000 ms,-1,1.447546 ms,-1,70656
195,256,1,256,,274.452500 ms,-1,1.407449 ms,-1,70656
196,256,1,256,,262.798200 ms,-1,1.340807 ms,-1,70656
197,256,1,256,,282.757200 ms,-1,1.435316 ms,-1,70656
198,256,1,256,,269.945300 ms,-1,1.363360 ms,-1,70656
199,256,1,256,,278.682800 ms,-1,1.400416 ms,-1,70656
200,256,1,256,,276.207700 ms,-1,1.381039 ms,-1,70656
201,256,1,256,,231.738800 ms,-1,1.152929 ms,-1,70656
202,256,1,256,,266.032800 ms,-1,1.316994 ms,-1,70656
203,256,1,256,,247.829700 ms,-1,1.220836 ms,-1,70656
204,256,1,256,,265.619000 ms,-1,1.302054 ms,-1,70656
205,256,1,256,,265.240900 ms,-1,1.293858 ms,-1,70656
206,256,1,256,,265.754300 ms,-1,1.290069 ms,-1,70656
207,256,1,256,,292.908600 ms,-1,1.415017 ms,-1,70656
208,256,1,256,,274.497000 ms,-1,1.319697 ms,-1,70656
209,256,1,256,,284.468400 ms,-1,1.361093 ms,-1,70656
210,256,1,256,,248.038600 ms,-1,1.181136 ms,-1,70656
211,256,1,256,,278.727400 ms,-1,1.320983 ms,-1,70656
212,256,1,256,,264.107700 ms,-1,1.245791 ms,-1,70656
213,256,1,256,,272.699000 ms,-1,1.280277 ms,-1,70656
214,256,1,256,,237.249600 ms,-1,1.108643 ms,-1,70656
215,256,1,256,,237.824700 ms,-1,1.106161 ms,-1,70656
216,256,1,256,,230.338200 ms,-1,1.066381 ms,-1,70656
217,256,1,256,,256.914000 ms,-1,1.183935 ms,-1,70656
218,256,1,256,,274.570200 ms,-1,1.259496 ms,-1,70656
219,256,1,256,,263.511200 ms,-1,1.203247 ms,-1,70656
220,256,1,256,,268.850600 ms,-1,1.222048 ms,-1,70656
221,256,1,256,,252.586600 ms,-1,1.142926 ms,-1,70656
222,256,1,256,,273.705300 ms,-1,1.232907 ms,-1,70656
223,256,1,256,,246.217900 ms,-1,1.104116 ms,-1,70656
224,256,1,256,,256.106300 ms,-1,1.143332 ms,-1,70656
225,256,1,256,,235.501100 ms,-1,1.046672 ms,-1,70656
226,256,1,256,,263.204400 ms,-1,1.164621 ms,-1,70656
227,256,1,256,,264.094400 ms,-1,1.163411 ms,-1,70656
228,256,1,256,,273.873500 ms,-1,1.201200 ms,-1,70656
229,256,1,256,,278.625400 ms,-1,1.216705 ms,-1,70656
230,256,1,256,,281.145000 ms,-1,1.222370 ms,-1,70656
231,256,1,256,,276.924300 ms,-1,1.198806 ms,-1,70656
232,256,1,256,,274.281100 ms,-1,1.182246 ms,-1,70656
233,256,1,256,,258.313500 ms,-1,1.108642 ms,-1,70656
234,256,1,256,,321.886900 ms,-1,1.375585 ms,-1,70656
235,256,1,256,,354.949100 ms,-1,1.510422 ms,-1,70656
236,256,1,256,,295.535200 ms,-1,1.252268 ms,-1,70656
237,256,1,256,,278.027800 ms,-1,1.173113 ms,-1,70656
238,256,1,256,,243.146800 ms,-1,1.021625 ms,-1,70656
239,256,1,256,,263.609700 ms,-1,1.102969 ms,-1,70656
240,256,1,256,,274.971400 ms,-1,1.145714 ms,-1,70656
241,256,1,256,,263.398600 ms,-1,1.092940 ms,-1,70656
242,256,1,256,,266.779900 ms,-1,1.102396 ms,-1,70656
243,256,1,256,,296.776700 ms,-1,1.221303 ms,-1,70656
244,256,1,256,,257.653600 ms,-1,1.055957 ms,-1,70656
245,256,1,256,,233.032400 ms,-1,951.152653 us,-1,70656
246,256,1,256,,227.903300 ms,-1,926.436179 us,-1,70656
247,256,1,256,,260.124200 ms,-1,1.053134 ms,-1,70656
248,256,1,256,,229.250100 ms,-1,924.395565 us,-1,70656
249,256,1,256,,239.003100 ms,-1,959.851807 us,-1,70656
250,256,1,256,,289.266700 ms,-1,1.157067 ms,-1,70656
251,256,1,256,,273.469700 ms,-1,1.089521 ms,-1,70656
252,256,1,256,,269.948600 ms,-1,1.071225 ms,-1,70656
253,256,1,256,,268.789200 ms,-1,1.062408 ms,-1,70656
254,256,1,256,,231.858500 ms,-1,912.828740 us,-1,70656
255,256,1,256,,230.649200 ms,-1,904.506667 us,-1,70656
256,256,1,256,,275.060600 ms,-1,1.074455 ms,-1,70656
257,512,2,512,,272.665500 ms,-1,1.060955 ms,-1,70656
258,512,2,512,,266.607000 ms,-1,1.033360 ms,-1,70656
259,512,2,512,,262.597900 ms,-1,1.013892 ms,-1,70656
260,512,2,512,,282.182000 ms,-1,1.085315 ms,-1,70656
261,512,2,512,,256.354700 ms,-1,982.201916 us,-1,70656
262,512,2,512,,273.263600 ms,-1,1.042991 ms,-1,70656
263,512,2,512,,228.030000 ms,-1,867.034221 us,-1,70656
264,512,2,512,,284.063100 ms,-1,1.075997 ms,-1,70656
265,512,2,512,,280.124200 ms,-1,1.057072 ms,-1,70656
266,512,2,512,,275.884800 ms,-1,1.037161 ms,-1,70656
267,512,2,512,,249.515200 ms,-1,934.513858 us,-1,70656
268,512,2,512,,269.308300 ms,-1,1.004882 ms,-1,70656
269,512,2,512,,275.594900 ms,-1,1.024516 ms,-1,70656
270,512,2,512,,286.577200 ms,-1,1.061397 ms,-1,70656
271,512,2,512,,268.085300 ms,-1,989.244649 us,-1,70656
272,512,2,512,,262.952500 ms,-1,966.737132 us,-1,70656
273,512,2,512,,269.220600 ms,-1,986.156044 us,-1,70656
274,512,2,512,,238.028000 ms,-1,868.715328 us,-1,70656
275,512,2,512,,256.292300 ms,-1,931.972000 us,-1,70656
276,512,2,512,,270.836300 ms,-1,981.290942 us,-1,70656
277,512,2,512,,271.235100 ms,-1,979.188087 us,-1,70656
278,512,2,512,,238.994100 ms,-1,859.691007 us,-1,70656
279,512,2,512,,267.070500 ms,-1,957.241935 us,-1,70656
280,512,2,512,,281.045100 ms,-1,1.003732 ms,-1,70656
281,512,2,512,,290.344800 ms,-1,1.033256 ms,-1,70656
282,512,2,512,,343.852800 ms,-1,1.219336 ms,-1,70656
283,512,2,512,,302.363800 ms,-1,1.068423 ms,-1,70656
284,512,2,512,,280.501000 ms,-1,987.679577 us,-1,70656
285,512,2,512,,273.014500 ms,-1,957.945614 us,-1,70656
286,512,2,512,,240.585200 ms,-1,841.206993 us,-1,70656
287,512,2,512,,239.286900 ms,-1,833.752265 us,-1,70656
288,512,2,512,,234.374500 ms,-1,813.800347 us,-1,70656
289,512,2,512,,280.580500 ms,-1,970.866782 us,-1,70656
290,512,2,512,,259.921300 ms,-1,896.280345 us,-1,70656
291,512,2,512,,228.858600 ms,-1,786.455670 us,-1,70656
292,512,2,512,,230.129700 ms,-1,788.115411 us,-1,70656
293,512,2,512,,282.806800 ms,-1,965.210922 us,-1,70656
294,512,2,512,,264.024000 ms,-1,898.040816 us,-1,70656
295,512,2,512,,229.102900 ms,-1,776.620000 us,-1,70656
296,512,2,512,,239.329900 ms,-1,808.546959 us,-1,70656
297,512,2,512,,233.874700 ms,-1,787.456902 us,-1,70656
298,512,2,512,,278.052800 ms,-1,933.063087 us,-1,70656
299,512,2,512,,248.535500 ms,-1,831.222408 us,-1,70656
300,512,2,512,,286.495800 ms,-1,954.986000 us,-1,70656
301,512,2,512,,278.212200 ms,-1,924.293023 us,-1,70656
302,512,2,512,,240.227700 ms,-1,795.455960 us,-1,70656
303,512,2,512,,271.032300 ms,-1,894.496040 us,-1,70656
304,512,2,512,,241.600500 ms,-1,794.738487 us,-1,70656
305,512,2,512,,250.967300 ms,-1,822.843607 us,-1,70656
306,512,2,512,,240.807900 ms,-1,786.953922 us,-1,70656
307,512,2,512,,285.384700 ms,-1,929.591857 us,-1,70656
308,512,2,512,,267.994400 ms,-1,870.111688 us,-1,70656
309,512,2,512,,232.611100 ms,-1,752.786731 us,-1,70656
310,512,2,512,,236.796000 ms,-1,763.858065 us,-1,70656
311,512,2,512,,247.693500 ms,-1,796.442122 us,-1,70656
312,512,2,512,,259.036200 ms,-1,830.244231 us,-1,70656
313,512,2,512,,267.538700 ms,-1,854.756230 us,-1,70656
314,512,2,512,,311.096100 ms,-1,990.751911 us,-1,70656
315,512,2,512,,271.211400 ms,-1,860.988571 us,-1,70656
316,512,2,512,,259.208100 ms,-1,820.278797 us,-1,70656
317,512,2,512,,249.083400 ms,-1,785.752050 us,-1,70656
318,512,2,512,,265.574900 ms,-1,835.141195 us,-1,70656
319,512,2,512,,268.196200 ms,-1,840.740439 us,-1,70656
320,512,2,512,,268.256500 ms,-1,838.301562 us,-1,70656
321,512,2,512,,278.131300 ms,-1,866.452648 us,-1,70656
322,512,2,512,,267.679600 ms,-1,831.303106 us,-1,70656
323,512,2,512,,267.669100 ms,-1,828.696904 us,-1,70656
324,512,2,512,,279.164100 ms,-1,861.617593 us,-1,70656
325,512,2,512,,271.434200 ms,-1,835.182154 us,-1,70656
326,512,2,512,,335.372000 ms,-1,1.028748 ms,-1,70656
327,512,2,512,,289.832600 ms,-1,886.338226 us,-1,70656
328,512,2,512,,274.261900 ms,-1,836.164329 us,-1,70656
329,512,2,512,,285.568600 ms,-1,867.989666 us,-1,70656
330,512,2,512,,281.449600 ms,-1,852.877576 us,-1,70656
331,512,2,512,,267.568700 ms,-1,808.364653 us,-1,70656
332,512,2,512,,241.790700 ms,-1,728.285241 us,-1,70656
333,512,2,512,,278.722000 ms,-1,837.003003 us,-1,70656
334,512,2,512,,272.979400 ms,-1,817.303593 us,-1,70656
335,512,2,512,,267.085300 ms,-1,797.269552 us,-1,70656
336,512,2,512,,302.976900 ms,-1,901.716964 us,-1,70656
337,512,2,512,,242.242600 ms,-1,718.820772 us,-1,70656
338,512,2,512,,240.503200 ms,-1,711.547929 us,-1,70656
339,512,2,512,,270.609500 ms,-1,798.258112 us,-1,70656
340,512,2,512,,272.878100 ms,-1,802.582647 us,-1,70656
341,512,2,512,,264.124000 ms,-1,774.557185 us,-1,70656
342,512,2,512,,255.358900 ms,-1,746.663450 us,-1,70656
343,512,2,512,,279.081000 ms,-1,813.647230 us,-1,70656
344,512,2,512,,272.407500 ms,-1,791.882267 us,-1,70656
345,512,2,512,,255.235500 ms,-1,739.813043 us,-1,70656
346,512,2,512,,254.289200 ms,-1,734.939884 us,-1,70656
347,512,2,512,,272.207800 ms,-1,784.460519 us,-1,70656
348,512,2,512,,238.589300 ms,-1,685.601437 us,-1,70656
349,512,2,512,,258.399900 ms,-1,740.400860 us,-1,70656
350,512,2,512,,267.056900 ms,-1,763.019714 us,-1,70656
351,512,2,512,,231.268400 ms,-1,658.884330 us,-1,70656
352,512,2,512,,315.578200 ms,-1,896.528977 us,-1,70656
353,512,2,512,,290.140200 ms,-1,821.926912 us,-1,70656
354,512,2,512,,249.914100 ms,-1,705.972034 us,-1,70656
355,512,2,512,,272.813000 ms,-1,768.487324 us,-1,70656
356,512,2,512,,293.062200 ms,-1,823.208427 us,-1,70656
357,512,2,512,,348.068700 ms,-1,974.982353 us,-1,70656
358,512,2,512,,258.233000 ms,-1,721.321229 us,-1,70656
359,512,2,512,,274.910900 ms,-1,765.768524 us,-1,70656
360,512,2,512,,232.704200 ms,-1,646.400556 us,-1,70656
361,512,2,512,,246.926900 ms,-1,684.008033 us,-1,70656
362,512,2,512,,270.882100 ms,-1,748.293094 us,-1,70656
363,512,2,512,,278.594600 ms,-1,767.478237 us,-1,70656
364,512,2,512,,267.852800 ms,-1,735.859341 us,-1,70656
365,512,2,512,,261.167600 ms,-1,715.527671 us,-1,70656
366,512,2,512,,288.432500 ms,-1,788.066940 us,-1,70656
367,512,2,512,,235.106800 ms,-1,640.617984 us,-1,70656
368,512,2,512,,231.928900 ms,-1,630.241576 us,-1,70656
369,512,2,512,,234.044300 ms,-1,634.266396 us,-1,70656
370,512,2,512,,262.923500 ms,-1,710.604054 us,-1,70656
371,512,2,512,,280.933500 ms,-1,757.233154 us,-1,70656
372,512,2,512,,227.496400 ms,-1,611.549462 us,-1,70656
373,512,2,512,,240.938700 ms,-1,645.948257 us,-1,70656
374,512,2,512,,235.599500 ms,-1,629.945187 us,-1,70656
375,512,2,512,,255.347300 ms,-1,680.926133 us,-1,70656
376,512,2,512,,284.063400 ms,-1,755.487766 us,-1,70656
377,512,2,512,,267.894300 ms,-1,710.594960 us,-1,70656
378,512,2,512,,278.040700 ms,-1,735.557407 us,-1,70656
379,512,2,512,,275.603600 ms,-1,727.186280 us,-1,70656
380,512,2,512,,241.940900 ms,-1,636.686579 us,-1,70656
381,512,2,512,,242.448700 ms,-1,636.348294 us,-1,70656
382,512,2,512,,276.262500 ms,-1,723.200262 us,-1,70656
383,512,2,512,,241.156900 ms,-1,629.652480 us,-1,70656
384,512,2,512,,229.736600 ms,-1,598.272396 us,-1,70656
385,512,2,512,,267.889400 ms,-1,695.816623 us,-1,70656
386,512,2,512,,278.664100 ms,-1,721.927720 us,-1,70656
387,512,2,512,,286.157200 ms,-1,739.424289 us,-1,70656
388,512,2,512,,272.704800 ms,-1,702.847423 us,-1,70656
389,512,2,512,,276.078900 ms,-1,709.714396 us,-1,70656
390,512,2,512,,278.317100 ms,-1,713.633590 us,-1,70656
391,512,2,512,,272.292400 ms,-1,696.400000 us,-1,70656
392,512,2,512,,275.841400 ms,-1,703.677041 us,-1,70656
393,512,2,512,,285.588100 ms,-1,726.687277 us,-1,70656
394,512,2,512,,268.002500 ms,-1,680.209391 us,-1,70656
395,512,2,512,,264.131200 ms,-1,668.686582 us,-1,70656
396,512,2,512,,267.155600 ms,-1,674.635354 us,-1,70656
397,512,2,512,,259.526700 ms,-1,653.719647 us,-1,70656
398,512,2,512,,342.822800 ms,-1,861.363819 us,-1,70656
399,512,2,512,,264.748200 ms,-1,663.529323 us,-1,70656
400,512,2,512,,267.683700 ms,-1,669.209250 us,-1,70656
401,512,2,512,,265.220700 ms,-1,661.398254 us,-1,70656
402,512,2,512,,264.697700 ms,-1,658.451990 us,-1,70656
403,512,2,512,,276.623400 ms,-1,686.410422 us,-1,70656
404,512,2,512,,270.905400 ms,-1,670.557921 us,-1,70656
405,512,2,512,,265.055900 ms,-1,654.459012 us,-1,70656
406,512,2,512,,288.564700 ms,-1,710.750493 us,-1,70656
407,512,2,512,,276.127200 ms,-1,678.445209 us,-1,70656
408,512,2,512,,255.293100 ms,-1,625.718382 us,-1,70656
409,512,2,512,,279.838300 ms,-1,684.201222 us,-1,70656
410,512,2,512,,264.803100 ms,-1,645.861220 us,-1,70656
411,512,2,512,,262.621400 ms,-1,638.981509 us,-1,70656
412,512,2,512,,267.598100 ms,-1,649.509951 us,-1,70656
413,512,2,512,,278.394900 ms,-1,674.079661 us,-1,70656
